id,trip_id,route_id,timestamp,actual_arrival_time,delay_seconds,stop_id
52408,109950_4..S06R,4,NULL,NULL,0,416S
52409,109950_4..S06R,4,NULL,NULL,0,621S
52410,109950_4..S06R,4,NULL,NULL,0,626S
52411,109950_4..S06R,4,NULL,NULL,0,629S
52412,109950_4..S06R,4,NULL,NULL,0,631S
52413,109950_4..S06R,4,NULL,NULL,0,635S
52414,109950_4..S06R,4,NULL,NULL,0,640S
52415,109950_4..S06R,4,NULL,NULL,0,418S
52416,109950_4..S06R,4,NULL,NULL,0,419S
52417,109950_4..S06R,4,NULL,NULL,0,420S
52418,109950_4..S06R,4,NULL,NULL,0,423S
52419,109950_4..S06R,4,NULL,NULL,0,234S
52420,109950_4..S06R,4,NULL,NULL,0,235S
52421,109950_4..S06R,4,NULL,NULL,0,239S
52422,109950_4..S06R,4,NULL,NULL,0,250S
52423,110450_4..S06R,4,NULL,NULL,0,402S
52424,110450_4..S06R,4,NULL,NULL,0,405S
52425,110450_4..S06R,4,NULL,NULL,0,406S
52426,110450_4..S06R,4,NULL,NULL,0,407S
52427,110450_4..S06R,4,NULL,NULL,0,408S
52428,110450_4..S06R,4,NULL,NULL,0,409S
52429,110450_4..S06R,4,NULL,NULL,0,410S
52430,110450_4..S06R,4,NULL,NULL,0,411S
52431,110450_4..S06R,4,NULL,NULL,0,412S
52432,110450_4..S06R,4,NULL,NULL,0,413S
52433,110450_4..S06R,4,NULL,NULL,0,414S
52434,110450_4..S06R,4,NULL,NULL,0,415S
52435,110450_4..S06R,4,NULL,NULL,0,416S
52436,110450_4..S06R,4,NULL,NULL,0,621S
52437,110450_4..S06R,4,NULL,NULL,0,626S
52438,110450_4..S06R,4,NULL,NULL,0,629S
52439,110450_4..S06R,4,NULL,NULL,0,631S
52440,110450_4..S06R,4,NULL,NULL,0,635S
52441,110450_4..S06R,4,NULL,NULL,0,640S
52442,110450_4..S06R,4,NULL,NULL,0,418S
52443,110450_4..S06R,4,NULL,NULL,0,419S
52444,110450_4..S06R,4,NULL,NULL,0,420S
52445,110450_4..S06R,4,NULL,NULL,0,423S
52446,110450_4..S06R,4,NULL,NULL,0,234S
52447,110450_4..S06R,4,NULL,NULL,0,235S
52448,110450_4..S06R,4,NULL,NULL,0,239S
52449,110450_4..S06R,4,NULL,NULL,0,250S
52450,110800_4..N06R,4,NULL,NULL,0,239N
52451,110800_4..N06R,4,NULL,NULL,0,235N
52452,110800_4..N06R,4,NULL,NULL,0,234N
52453,110800_4..N06R,4,NULL,NULL,0,423N
52454,110800_4..N06R,4,NULL,NULL,0,420N
52455,110800_4..N06R,4,NULL,NULL,0,419N
52456,110800_4..N06R,4,NULL,NULL,0,418N
52457,110800_4..N06R,4,NULL,NULL,0,640N
52458,110800_4..N06R,4,NULL,NULL,0,635N
52459,110800_4..N06R,4,NULL,NULL,0,631N
52460,110800_4..N06R,4,NULL,NULL,0,629N
52461,110800_4..N06R,4,NULL,NULL,0,626N
52462,110800_4..N06R,4,NULL,NULL,0,621N
52463,110800_4..N06R,4,NULL,NULL,0,416N
52464,110800_4..N06R,4,NULL,NULL,0,415N
52465,110800_4..N06R,4,NULL,NULL,0,414N
52466,110800_4..N06R,4,NULL,NULL,0,413N
52467,110800_4..N06R,4,NULL,NULL,0,412N
52468,110800_4..N06R,4,NULL,NULL,0,411N
52469,110800_4..N06R,4,NULL,NULL,0,410N
52470,110800_4..N06R,4,NULL,NULL,0,409N
52471,110800_4..N06R,4,NULL,NULL,0,408N
52472,110800_4..N06R,4,NULL,NULL,0,407N
52473,110800_4..N06R,4,NULL,NULL,0,406N
52474,110800_4..N06R,4,NULL,NULL,0,405N
52475,110800_4..N06R,4,NULL,NULL,0,402N
52476,110800_4..N06R,4,NULL,NULL,0,401N
52477,111300_4..N06R,4,NULL,NULL,0,239N
52478,111300_4..N06R,4,NULL,NULL,0,235N
52479,111300_4..N06R,4,NULL,NULL,0,234N
52480,111300_4..N06R,4,NULL,NULL,0,423N
52481,111300_4..N06R,4,NULL,NULL,0,420N
52482,111300_4..N06R,4,NULL,NULL,0,419N
52483,111300_4..N06R,4,NULL,NULL,0,418N
52484,111300_4..N06R,4,NULL,NULL,0,640N
52485,111300_4..N06R,4,NULL,NULL,0,635N
52486,111300_4..N06R,4,NULL,NULL,0,631N
52487,111300_4..N06R,4,NULL,NULL,0,629N
52488,111300_4..N06R,4,NULL,NULL,0,626N
52489,111300_4..N06R,4,NULL,NULL,0,621N
52490,111300_4..N06R,4,NULL,NULL,0,416N
52491,111300_4..N06R,4,NULL,NULL,0,415N
52492,111300_4..N06R,4,NULL,NULL,0,414N
52493,111300_4..N06R,4,NULL,NULL,0,413N
52494,111300_4..N06R,4,NULL,NULL,0,412N
52495,111300_4..N06R,4,NULL,NULL,0,411N
52496,111300_4..N06R,4,NULL,NULL,0,410N
52497,111300_4..N06R,4,NULL,NULL,0,409N
52498,111300_4..N06R,4,NULL,NULL,0,408N
52499,111300_4..N06R,4,NULL,NULL,0,407N
52500,111300_4..N06R,4,NULL,NULL,0,406N
52501,111300_4..N06R,4,NULL,NULL,0,405N
52502,111300_4..N06R,4,NULL,NULL,0,402N
52503,111300_4..N06R,4,NULL,NULL,0,401N
52504,111300_4..S06R,4,NULL,NULL,0,402S
52505,111300_4..S06R,4,NULL,NULL,0,405S
52506,111300_4..S06R,4,NULL,NULL,0,406S
52507,111300_4..S06R,4,NULL,NULL,0,407S
52508,111300_4..S06R,4,NULL,NULL,0,408S
52509,111300_4..S06R,4,NULL,NULL,0,409S
52510,111300_4..S06R,4,NULL,NULL,0,410S
52511,111300_4..S06R,4,NULL,NULL,0,411S
52512,111300_4..S06R,4,NULL,NULL,0,412S
52513,111300_4..S06R,4,NULL,NULL,0,413S
52514,111300_4..S06R,4,NULL,NULL,0,414S
52515,111300_4..S06R,4,NULL,NULL,0,415S
52516,111300_4..S06R,4,NULL,NULL,0,416S
52517,111300_4..S06R,4,NULL,NULL,0,621S
52518,111300_4..S06R,4,NULL,NULL,0,626S
52519,111300_4..S06R,4,NULL,NULL,0,629S
52520,111300_4..S06R,4,NULL,NULL,0,631S
52521,111300_4..S06R,4,NULL,NULL,0,635S
52522,111300_4..S06R,4,NULL,NULL,0,640S
52523,111300_4..S06R,4,NULL,NULL,0,418S
52524,111300_4..S06R,4,NULL,NULL,0,419S
52525,111300_4..S06R,4,NULL,NULL,0,420S
52526,111300_4..S06R,4,NULL,NULL,0,423S
52527,111300_4..S06R,4,NULL,NULL,0,234S
52528,111300_4..S06R,4,NULL,NULL,0,235S
52529,111300_4..S06R,4,NULL,NULL,0,239S
52530,111300_4..S06R,4,NULL,NULL,0,250S
52531,111950_4..N06R,4,NULL,NULL,0,239N
52532,111950_4..N06R,4,NULL,NULL,0,235N
52533,111950_4..N06R,4,NULL,NULL,0,234N
52534,111950_4..N06R,4,NULL,NULL,0,423N
52535,111950_4..N06R,4,NULL,NULL,0,420N
52536,111950_4..N06R,4,NULL,NULL,0,419N
52537,111950_4..N06R,4,NULL,NULL,0,418N
52538,111950_4..N06R,4,NULL,NULL,0,640N
52539,111950_4..N06R,4,NULL,NULL,0,635N
52540,111950_4..N06R,4,NULL,NULL,0,631N
52541,111950_4..N06R,4,NULL,NULL,0,629N
52542,111950_4..N06R,4,NULL,NULL,0,626N
52543,111950_4..N06R,4,NULL,NULL,0,621N
52544,111950_4..N06R,4,NULL,NULL,0,416N
52545,111950_4..N06R,4,NULL,NULL,0,415N
52546,111950_4..N06R,4,NULL,NULL,0,414N
52547,111950_4..N06R,4,NULL,NULL,0,413N
52548,111950_4..N06R,4,NULL,NULL,0,412N
52549,111950_4..N06R,4,NULL,NULL,0,411N
52550,111950_4..N06R,4,NULL,NULL,0,410N
52551,111950_4..N06R,4,NULL,NULL,0,409N
52552,111950_4..N06R,4,NULL,NULL,0,408N
52553,111950_4..N06R,4,NULL,NULL,0,407N
52554,111950_4..N06R,4,NULL,NULL,0,406N
52555,111950_4..N06R,4,NULL,NULL,0,405N
52556,111950_4..N06R,4,NULL,NULL,0,402N
52557,111950_4..N06R,4,NULL,NULL,0,401N
52558,111950_4..S06R,4,NULL,NULL,0,402S
52559,111950_4..S06R,4,NULL,NULL,0,405S
52560,111950_4..S06R,4,NULL,NULL,0,406S
52561,111950_4..S06R,4,NULL,NULL,0,407S
52562,111950_4..S06R,4,NULL,NULL,0,408S
52563,111950_4..S06R,4,NULL,NULL,0,409S
52564,111950_4..S06R,4,NULL,NULL,0,410S
52565,111950_4..S06R,4,NULL,NULL,0,411S
52566,111950_4..S06R,4,NULL,NULL,0,412S
52567,111950_4..S06R,4,NULL,NULL,0,413S
52568,111950_4..S06R,4,NULL,NULL,0,414S
52569,111950_4..S06R,4,NULL,NULL,0,415S
52570,111950_4..S06R,4,NULL,NULL,0,416S
52571,111950_4..S06R,4,NULL,NULL,0,621S
52572,111950_4..S06R,4,NULL,NULL,0,626S
52573,111950_4..S06R,4,NULL,NULL,0,629S
52574,111950_4..S06R,4,NULL,NULL,0,631S
52575,111950_4..S06R,4,NULL,NULL,0,635S
52576,111950_4..S06R,4,NULL,NULL,0,640S
52577,111950_4..S06R,4,NULL,NULL,0,418S
52578,111950_4..S06R,4,NULL,NULL,0,419S
52579,111950_4..S06R,4,NULL,NULL,0,420S
52580,111950_4..S06R,4,NULL,NULL,0,423S
52581,111950_4..S06R,4,NULL,NULL,0,234S
52582,111950_4..S06R,4,NULL,NULL,0,235S
52583,111950_4..S06R,4,NULL,NULL,0,239S
52584,111950_4..S06R,4,NULL,NULL,0,250S
52585,112600_4..S06R,4,NULL,NULL,0,402S
52586,112600_4..S06R,4,NULL,NULL,0,405S
52587,112600_4..S06R,4,NULL,NULL,0,406S
52588,112600_4..S06R,4,NULL,NULL,0,407S
52589,112600_4..S06R,4,NULL,NULL,0,408S
52590,112600_4..S06R,4,NULL,NULL,0,409S
52591,112600_4..S06R,4,NULL,NULL,0,410S
52592,112600_4..S06R,4,NULL,NULL,0,411S
52593,112600_4..S06R,4,NULL,NULL,0,412S
52594,112600_4..S06R,4,NULL,NULL,0,413S
52595,112600_4..S06R,4,NULL,NULL,0,414S
52596,112600_4..S06R,4,NULL,NULL,0,415S
52597,112600_4..S06R,4,NULL,NULL,0,416S
52598,112600_4..S06R,4,NULL,NULL,0,621S
52599,112600_4..S06R,4,NULL,NULL,0,626S
52600,112600_4..S06R,4,NULL,NULL,0,629S
52601,112600_4..S06R,4,NULL,NULL,0,631S
52602,112600_4..S06R,4,NULL,NULL,0,635S
52603,112600_4..S06R,4,NULL,NULL,0,640S
52604,112600_4..S06R,4,NULL,NULL,0,418S
52605,112600_4..S06R,4,NULL,NULL,0,419S
52606,112600_4..S06R,4,NULL,NULL,0,420S
52607,112600_4..S06R,4,NULL,NULL,0,423S
52608,112600_4..S06R,4,NULL,NULL,0,234S
52609,112600_4..S06R,4,NULL,NULL,0,235S
52610,112600_4..S06R,4,NULL,NULL,0,239S
52611,112600_4..S06R,4,NULL,NULL,0,250S
52612,112800_4..N06R,4,NULL,NULL,0,239N
52613,112800_4..N06R,4,NULL,NULL,0,235N
52614,112800_4..N06R,4,NULL,NULL,0,234N
52615,112800_4..N06R,4,NULL,NULL,0,423N
52616,112800_4..N06R,4,NULL,NULL,0,420N
52617,112800_4..N06R,4,NULL,NULL,0,419N
52618,112800_4..N06R,4,NULL,NULL,0,418N
52619,112800_4..N06R,4,NULL,NULL,0,640N
52620,112800_4..N06R,4,NULL,NULL,0,635N
52621,112800_4..N06R,4,NULL,NULL,0,631N
52622,112800_4..N06R,4,NULL,NULL,0,629N
52623,112800_4..N06R,4,NULL,NULL,0,626N
52624,112800_4..N06R,4,NULL,NULL,0,621N
52625,112800_4..N06R,4,NULL,NULL,0,416N
52626,112800_4..N06R,4,NULL,NULL,0,415N
52627,112800_4..N06R,4,NULL,NULL,0,414N
52628,112800_4..N06R,4,NULL,NULL,0,413N
52629,112800_4..N06R,4,NULL,NULL,0,412N
52630,112800_4..N06R,4,NULL,NULL,0,411N
52631,112800_4..N06R,4,NULL,NULL,0,410N
52632,112800_4..N06R,4,NULL,NULL,0,409N
52633,112800_4..N06R,4,NULL,NULL,0,408N
52634,112800_4..N06R,4,NULL,NULL,0,407N
52635,112800_4..N06R,4,NULL,NULL,0,406N
52636,112800_4..N06R,4,NULL,NULL,0,405N
52637,112800_4..N06R,4,NULL,NULL,0,402N
52638,112800_4..N06R,4,NULL,NULL,0,401N
52639,113150_4..N06R,4,NULL,NULL,0,239N
52640,113150_4..N06R,4,NULL,NULL,0,235N
52641,113150_4..N06R,4,NULL,NULL,0,234N
52642,113150_4..N06R,4,NULL,NULL,0,423N
52643,113150_4..N06R,4,NULL,NULL,0,420N
52644,113150_4..N06R,4,NULL,NULL,0,419N
52645,113150_4..N06R,4,NULL,NULL,0,418N
52646,113150_4..N06R,4,NULL,NULL,0,640N
52647,113150_4..N06R,4,NULL,NULL,0,635N
52648,113150_4..N06R,4,NULL,NULL,0,631N
52649,113150_4..N06R,4,NULL,NULL,0,629N
52650,113150_4..N06R,4,NULL,NULL,0,626N
52651,113150_4..N06R,4,NULL,NULL,0,621N
52652,113150_4..N06R,4,NULL,NULL,0,416N
52653,113150_4..N06R,4,NULL,NULL,0,415N
52654,113150_4..N06R,4,NULL,NULL,0,414N
52655,113150_4..N06R,4,NULL,NULL,0,413N
52656,113150_4..N06R,4,NULL,NULL,0,412N
52657,113150_4..N06R,4,NULL,NULL,0,411N
52658,113150_4..N06R,4,NULL,NULL,0,410N
52659,113150_4..N06R,4,NULL,NULL,0,409N
52660,113150_4..N06R,4,NULL,NULL,0,408N
52661,113150_4..N06R,4,NULL,NULL,0,407N
52662,113150_4..N06R,4,NULL,NULL,0,406N
52663,113150_4..N06R,4,NULL,NULL,0,405N
52664,113150_4..N06R,4,NULL,NULL,0,402N
52665,113150_4..N06R,4,NULL,NULL,0,401N
52666,113200_4..S06R,4,NULL,NULL,0,402S
52667,113200_4..S06R,4,NULL,NULL,0,405S
52668,113200_4..S06R,4,NULL,NULL,0,406S
52669,113200_4..S06R,4,NULL,NULL,0,407S
52670,113200_4..S06R,4,NULL,NULL,0,408S
52671,113200_4..S06R,4,NULL,NULL,0,409S
52672,113200_4..S06R,4,NULL,NULL,0,410S
52673,113200_4..S06R,4,NULL,NULL,0,411S
52674,113200_4..S06R,4,NULL,NULL,0,412S
52675,113200_4..S06R,4,NULL,NULL,0,413S
52676,113200_4..S06R,4,NULL,NULL,0,414S
52677,113200_4..S06R,4,NULL,NULL,0,415S
52678,113200_4..S06R,4,NULL,NULL,0,416S
52679,113200_4..S06R,4,NULL,NULL,0,621S
52680,113200_4..S06R,4,NULL,NULL,0,626S
52681,113200_4..S06R,4,NULL,NULL,0,629S
52682,113200_4..S06R,4,NULL,NULL,0,631S
52683,113200_4..S06R,4,NULL,NULL,0,635S
52684,113200_4..S06R,4,NULL,NULL,0,640S
52685,113200_4..S06R,4,NULL,NULL,0,418S
52686,113200_4..S06R,4,NULL,NULL,0,419S
52687,113200_4..S06R,4,NULL,NULL,0,420S
52688,113200_4..S06R,4,NULL,NULL,0,423S
52689,113200_4..S06R,4,NULL,NULL,0,234S
52690,113200_4..S06R,4,NULL,NULL,0,235S
52691,113200_4..S06R,4,NULL,NULL,0,239S
52692,113200_4..S06R,4,NULL,NULL,0,250S
52693,113800_4..S06R,4,NULL,NULL,0,402S
52694,113800_4..S06R,4,NULL,NULL,0,405S
52695,113800_4..S06R,4,NULL,NULL,0,406S
52696,113800_4..S06R,4,NULL,NULL,0,407S
52697,113800_4..S06R,4,NULL,NULL,0,408S
52698,113800_4..S06R,4,NULL,NULL,0,409S
52699,113800_4..S06R,4,NULL,NULL,0,410S
52700,113800_4..S06R,4,NULL,NULL,0,411S
52701,113800_4..S06R,4,NULL,NULL,0,412S
52702,113800_4..S06R,4,NULL,NULL,0,413S
52703,113800_4..S06R,4,NULL,NULL,0,414S
52704,113800_4..S06R,4,NULL,NULL,0,415S
52705,113800_4..S06R,4,NULL,NULL,0,416S
52706,113800_4..S06R,4,NULL,NULL,0,621S
52707,113800_4..S06R,4,NULL,NULL,0,626S
52708,113800_4..S06R,4,NULL,NULL,0,629S
52709,113800_4..S06R,4,NULL,NULL,0,631S
52710,113800_4..S06R,4,NULL,NULL,0,635S
52711,113800_4..S06R,4,NULL,NULL,0,640S
52712,113800_4..S06R,4,NULL,NULL,0,418S
52713,113800_4..S06R,4,NULL,NULL,0,419S
52714,113800_4..S06R,4,NULL,NULL,0,420S
52715,113800_4..S06R,4,NULL,NULL,0,423S
52716,113800_4..S06R,4,NULL,NULL,0,234S
52717,113800_4..S06R,4,NULL,NULL,0,235S
52718,113800_4..S06R,4,NULL,NULL,0,239S
52719,113800_4..S06R,4,NULL,NULL,0,250S
52720,113850_4..N06R,4,NULL,NULL,0,239N
52721,113850_4..N06R,4,NULL,NULL,0,235N
52722,113850_4..N06R,4,NULL,NULL,0,234N
52723,113850_4..N06R,4,NULL,NULL,0,423N
52724,113850_4..N06R,4,NULL,NULL,0,420N
52725,113850_4..N06R,4,NULL,NULL,0,419N
52726,113850_4..N06R,4,NULL,NULL,0,418N
52727,113850_4..N06R,4,NULL,NULL,0,640N
52728,113850_4..N06R,4,NULL,NULL,0,635N
52729,113850_4..N06R,4,NULL,NULL,0,631N
52730,113850_4..N06R,4,NULL,NULL,0,629N
52731,113850_4..N06R,4,NULL,NULL,0,626N
52732,113850_4..N06R,4,NULL,NULL,0,621N
52733,113850_4..N06R,4,NULL,NULL,0,416N
52734,113850_4..N06R,4,NULL,NULL,0,415N
52735,113850_4..N06R,4,NULL,NULL,0,414N
52736,113850_4..N06R,4,NULL,NULL,0,413N
52737,113850_4..N06R,4,NULL,NULL,0,412N
52738,113850_4..N06R,4,NULL,NULL,0,411N
52739,113850_4..N06R,4,NULL,NULL,0,410N
52740,113850_4..N06R,4,NULL,NULL,0,409N
52741,113850_4..N06R,4,NULL,NULL,0,408N
52742,113850_4..N06R,4,NULL,NULL,0,407N
52743,113850_4..N06R,4,NULL,NULL,0,406N
52744,113850_4..N06R,4,NULL,NULL,0,405N
52745,113850_4..N06R,4,NULL,NULL,0,402N
52746,113850_4..N06R,4,NULL,NULL,0,401N
52747,110900_4..S06R,4,NULL,NULL,0,402S
52748,110900_4..S06R,4,NULL,NULL,0,405S
52749,110900_4..S06R,4,NULL,NULL,0,406S
52750,110900_4..S06R,4,NULL,NULL,0,407S
52751,110900_4..S06R,4,NULL,NULL,0,408S
52752,110900_4..S06R,4,NULL,NULL,0,409S
52753,110900_4..S06R,4,NULL,NULL,0,410S
52754,110900_4..S06R,4,NULL,NULL,0,411S
52755,110900_4..S06R,4,NULL,NULL,0,412S
52756,110900_4..S06R,4,NULL,NULL,0,413S
52757,110900_4..S06R,4,NULL,NULL,0,414S
52758,110900_4..S06R,4,NULL,NULL,0,415S
52759,110900_4..S06R,4,NULL,NULL,0,416S
52760,110900_4..S06R,4,NULL,NULL,0,621S
52761,110900_4..S06R,4,NULL,NULL,0,626S
52762,110900_4..S06R,4,NULL,NULL,0,629S
52763,110900_4..S06R,4,NULL,NULL,0,631S
52764,110900_4..S06R,4,NULL,NULL,0,635S
52765,110900_4..S06R,4,NULL,NULL,0,640S
52766,110900_4..S06R,4,NULL,NULL,0,418S
52767,110900_4..S06R,4,NULL,NULL,0,419S
52768,110900_4..S06R,4,NULL,NULL,0,420S
52769,110900_4..S06R,4,NULL,NULL,0,423S
52770,110900_4..S06R,4,NULL,NULL,0,234S
52771,110900_4..S06R,4,NULL,NULL,0,235S
52772,110900_4..S06R,4,NULL,NULL,0,239S
52773,110900_4..S06R,4,NULL,NULL,0,250S
52774,101200_5..N76R,5,NULL,NULL,0,205N
52775,101200_5..N76R,5,NULL,NULL,0,204N
52776,102100_5..S03R,5,NULL,NULL,0,247S
52777,102250_5..N76R,5,NULL,NULL,0,209N
52778,102250_5..N76R,5,NULL,NULL,0,208N
52779,102250_5..N76R,5,NULL,NULL,0,207N
52780,102250_5..N76R,5,NULL,NULL,0,206N
52781,102250_5..N76R,5,NULL,NULL,0,205N
52782,102250_5..N76R,5,NULL,NULL,0,204N
52783,102550_5..S03R,5,NULL,NULL,0,244S
52784,102550_5..S03R,5,NULL,NULL,0,245S
52785,102550_5..S03R,5,NULL,NULL,0,246S
52786,102550_5..S03R,5,NULL,NULL,0,247S
52787,103100_5..N88R,5,NULL,NULL,0,213N
52788,103100_5..N88R,5,NULL,NULL,0,505N
52789,103100_5..N88R,5,NULL,NULL,0,504N
52790,103100_5..N88R,5,NULL,NULL,0,503N
52791,103100_5..N88R,5,NULL,NULL,0,502N
52792,103100_5..N88R,5,NULL,NULL,0,501N
52793,103150_5..N87R,5,NULL,NULL,0,504N
52794,103150_5..N87R,5,NULL,NULL,0,503N
52795,103150_5..N87R,5,NULL,NULL,0,502N
52796,103150_5..N87R,5,NULL,NULL,0,501N
52797,103350_5..S03R,5,NULL,NULL,0,241S
52798,103350_5..S03R,5,NULL,NULL,0,242S
52799,103350_5..S03R,5,NULL,NULL,0,243S
52800,103350_5..S03R,5,NULL,NULL,0,244S
52801,103350_5..S03R,5,NULL,NULL,0,245S
52802,103350_5..S03R,5,NULL,NULL,0,246S
52803,103350_5..S03R,5,NULL,NULL,0,247S
52804,103850_5..N88R,5,NULL,NULL,0,213N
52805,103850_5..N88R,5,NULL,NULL,0,505N
52806,103850_5..N88R,5,NULL,NULL,0,504N
52807,103850_5..N88R,5,NULL,NULL,0,503N
52808,103850_5..N88R,5,NULL,NULL,0,502N
52809,103850_5..N88R,5,NULL,NULL,0,501N
52810,104150_5..S03R,5,NULL,NULL,0,234S
52811,104150_5..S03R,5,NULL,NULL,0,235S
52812,104150_5..S03R,5,NULL,NULL,0,239S
52813,104150_5..S03R,5,NULL,NULL,0,241S
52814,104150_5..S03R,5,NULL,NULL,0,242S
52815,104150_5..S03R,5,NULL,NULL,0,243S
52816,104150_5..S03R,5,NULL,NULL,0,244S
52817,104150_5..S03R,5,NULL,NULL,0,245S
52818,104150_5..S03R,5,NULL,NULL,0,246S
52819,104150_5..S03R,5,NULL,NULL,0,247S
52820,104350_5..N76R,5,NULL,NULL,0,416N
52821,104350_5..N76R,5,NULL,NULL,0,222N
52822,104350_5..N76R,5,NULL,NULL,0,221N
52823,104350_5..N76R,5,NULL,NULL,0,213N
52824,104350_5..N76R,5,NULL,NULL,0,212N
52825,104350_5..N76R,5,NULL,NULL,0,211N
52826,104350_5..N76R,5,NULL,NULL,0,210N
52827,104350_5..N76R,5,NULL,NULL,0,209N
52828,104350_5..N76R,5,NULL,NULL,0,208N
52829,104350_5..N76R,5,NULL,NULL,0,207N
52830,104350_5..N76R,5,NULL,NULL,0,206N
52831,104350_5..N76R,5,NULL,NULL,0,205N
52832,104350_5..N76R,5,NULL,NULL,0,204N
52833,104500_5..N,5,NULL,NULL,0,213N
52834,104500_5..N,5,NULL,NULL,0,212N
52835,104500_5..N,5,NULL,NULL,0,211N
52836,104500_5..N,5,NULL,NULL,0,210N
52837,104500_5..N,5,NULL,NULL,0,209N
52838,104500_5..N,5,NULL,NULL,0,208N
52839,104500_5..N,5,NULL,NULL,0,207N
52840,104500_5..N,5,NULL,NULL,0,206N
52841,104500_5..N,5,NULL,NULL,0,205N
52842,104500_5..N,5,NULL,NULL,0,204N
52843,104750_5..N88R,5,NULL,NULL,0,621N
52844,104750_5..N88R,5,NULL,NULL,0,416N
52845,104750_5..N88R,5,NULL,NULL,0,222N
52846,104750_5..N88R,5,NULL,NULL,0,221N
52847,104750_5..N88R,5,NULL,NULL,0,213N
52848,104750_5..N88R,5,NULL,NULL,0,505N
52849,104750_5..N88R,5,NULL,NULL,0,504N
52850,104750_5..N88R,5,NULL,NULL,0,503N
52851,104750_5..N88R,5,NULL,NULL,0,502N
52852,104750_5..N88R,5,NULL,NULL,0,501N
52853,104950_5..S03R,5,NULL,NULL,0,419S
52854,104950_5..S03R,5,NULL,NULL,0,420S
52855,104950_5..S03R,5,NULL,NULL,0,423S
52856,104950_5..S03R,5,NULL,NULL,0,234S
52857,104950_5..S03R,5,NULL,NULL,0,235S
52858,104950_5..S03R,5,NULL,NULL,0,239S
52859,104950_5..S03R,5,NULL,NULL,0,241S
52860,104950_5..S03R,5,NULL,NULL,0,242S
52861,104950_5..S03R,5,NULL,NULL,0,243S
52862,104950_5..S03R,5,NULL,NULL,0,244S
52863,104950_5..S03R,5,NULL,NULL,0,245S
52864,104950_5..S03R,5,NULL,NULL,0,246S
52865,104950_5..S03R,5,NULL,NULL,0,247S
52866,105900_5..N88R,5,NULL,NULL,0,629N
52867,105900_5..N88R,5,NULL,NULL,0,626N
52868,105900_5..N88R,5,NULL,NULL,0,621N
52869,105900_5..N88R,5,NULL,NULL,0,416N
52870,105900_5..N88R,5,NULL,NULL,0,222N
52871,105900_5..N88R,5,NULL,NULL,0,221N
52872,105900_5..N88R,5,NULL,NULL,0,213N
52873,105900_5..N88R,5,NULL,NULL,0,505N
52874,105900_5..N88R,5,NULL,NULL,0,504N
52875,105900_5..N88R,5,NULL,NULL,0,503N
52876,105900_5..N88R,5,NULL,NULL,0,502N
52877,105900_5..N88R,5,NULL,NULL,0,501N
52878,106100_5..S03R,5,NULL,NULL,0,631S
52879,106100_5..S03R,5,NULL,NULL,0,635S
52880,106100_5..S03R,5,NULL,NULL,0,640S
52881,106100_5..S03R,5,NULL,NULL,0,418S
52882,106100_5..S03R,5,NULL,NULL,0,419S
52883,106100_5..S03R,5,NULL,NULL,0,420S
52884,106100_5..S03R,5,NULL,NULL,0,423S
52885,106100_5..S03R,5,NULL,NULL,0,234S
52886,106100_5..S03R,5,NULL,NULL,0,235S
52887,106100_5..S03R,5,NULL,NULL,0,239S
52888,106100_5..S03R,5,NULL,NULL,0,241S
52889,106100_5..S03R,5,NULL,NULL,0,242S
52890,106100_5..S03R,5,NULL,NULL,0,243S
52891,106100_5..S03R,5,NULL,NULL,0,244S
52892,106100_5..S03R,5,NULL,NULL,0,245S
52893,106100_5..S03R,5,NULL,NULL,0,246S
52894,106100_5..S03R,5,NULL,NULL,0,247S
52895,106250_5..N86R,5,NULL,NULL,0,626N
52896,106250_5..N86R,5,NULL,NULL,0,621N
52897,106250_5..N86R,5,NULL,NULL,0,416N
52898,106250_5..N86R,5,NULL,NULL,0,222N
52899,106250_5..N86R,5,NULL,NULL,0,221N
52900,106250_5..N86R,5,NULL,NULL,0,213N
52901,106250_5..N86R,5,NULL,NULL,0,212N
52902,106250_5..N86R,5,NULL,NULL,0,211N
52903,106250_5..N86R,5,NULL,NULL,0,210N
52904,106250_5..N86R,5,NULL,NULL,0,209N
52905,106250_5..N86R,5,NULL,NULL,0,208N
52906,106250_5..N86R,5,NULL,NULL,0,207N
52907,106250_5..N86R,5,NULL,NULL,0,206N
52908,106250_5..N86R,5,NULL,NULL,0,205N
52909,106250_5..N86R,5,NULL,NULL,0,204N
52910,106450_5..N76R,5,NULL,NULL,0,635N
52911,106450_5..N76R,5,NULL,NULL,0,631N
52912,106450_5..N76R,5,NULL,NULL,0,629N
52913,106450_5..N76R,5,NULL,NULL,0,626N
52914,106450_5..N76R,5,NULL,NULL,0,621N
52915,106450_5..N76R,5,NULL,NULL,0,416N
52916,106450_5..N76R,5,NULL,NULL,0,222N
52917,106450_5..N76R,5,NULL,NULL,0,221N
52918,106450_5..N76R,5,NULL,NULL,0,213N
52919,106450_5..N76R,5,NULL,NULL,0,212N
52920,106450_5..N76R,5,NULL,NULL,0,211N
52921,106450_5..N76R,5,NULL,NULL,0,210N
52922,106450_5..N76R,5,NULL,NULL,0,209N
52923,106450_5..N76R,5,NULL,NULL,0,208N
52924,106450_5..N76R,5,NULL,NULL,0,207N
